variant  place_thresh  max_pos  max_back_levels  cross_thresh  cross_limit_maxpos_frac  cancel_buffer  premium_ema_coef  pred_momentum_coef  curv_impulse_coef  per_order_widen_frac  avg_pnl  avg_closed_pnl  avg_comm  sharpe  num_trds  sim_score
310      0.00025       400      10               0.0015        0.4                      0.1            0.2               0                   0                  0.5                   4457.42  4520.68         63.26     1.69    1135      12254.41
362      0.00025       400      7                0.0015        0.4                      0.1            0.5               0                   0                  0.5                   4207.73  4271.94         64.21     1.65    1136      12379.49
94       0.00025       400      10               0.0015        0.4                      0.1            0.2               0                   0                  0.35                  4128.34  4192.88         64.55     1.62    1177      12428.93
182      0.00025       400      7                0.0015        0.2                      0.1            0.8               0                   0                  0.35                  4063.16  4119.57         56.41     2.09    1104      12457.94
2        0.00025       400      7                0.0015        0.1                      0.1            0                 0                   0                  0.35                  4271.39  4323.55         52.16     2.24    1065      12518.95
418      0.00025       400      10               0.0015        0.4                      0.1            0.8               0                   0                  0.5                   4317.21  4380.65         63.44     1.58    1127      12523.67
274      0.00025       400      10               0.0015        0.1                      0.1            0.2               0                   0                  0.5                   4089.58  4139.16         49.58     2.05    1016      12534.25
146      0.00025       400      7                0.0015        0.4                      0.1            0.5               0                   0                  0.35                  4318.63  4382.50         63.88     1.81    1159      12557.28
292      0.00025       400      10               0.0015        0.2                      0.1            0.2               0                   0                  0.5                   4318.47  4373.41         54.94     2.04    1063      12570.54
184      0.00025       400      10               0.0015        0.2                      0.1            0.8               0                   0                  0.35                  4136.55  4192.91         56.36     2.06    1103      12608.87
20       0.00025       400      7                0.0015        0.2                      0.1            0                 0                   0                  0.35                  4224.17  4280.21         56.04     2.27    1104      12732.57
76       0.00025       400      10               0.0015        0.2                      0.1            0.2               0                   0                  0.35                  4097.28  4153.97         56.68     1.88    1108      13179.38
200      0.00025       400      7                0.0015        0.4                      0.1            0.8               0                   0                  0.35                  4252.54  4316.80         64.26     1.64    1165      13242.79
166      0.00025       400      10               0.0015        0.1                      0.1            0.8               0                   0                  0.35                  4409.42  4460.76         51.35     2.36    1054      13254.00
130      0.00025       400      10               0.0015        0.2                      0.1            0.5               0                   0                  0.35                  4286.11  4342.85         56.74     2.12    1106      13308.10
164      0.00025       400      7                0.0015        0.1                      0.1            0.8               0                   0                  0.35                  4209.57  4260.89         51.32     2.20    1056      13338.35
22       0.00025       400      10               0.0015        0.2                      0.1            0                 0                   0                  0.35                  4273.19  4330.09         56.90     2.05    1115      13613.51
92       0.00025       400      7                0.0015        0.4                      0.1            0.2               0                   0                  0.35                  4252.58  4317.03         64.45     1.65    1170      13673.72
