variant,place_thresh,cancel_buffer,max_pos,max_back_levels,order_decrease_coef,cross_thresh,cross_limit_maxpos_frac,premium_ema_coef,pred_momentum_coef,curv_impulse_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
440,0.000175,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.25,797.03,815.28,18.25,1.95,797,1901.12
441,0.000225,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.25,740.83,757.63,16.80,1.62,713,1693.41
442,0.00025,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.25,739.40,756.21,16.81,1.75,699,1786.76
443,0.0003,0.1,80,4,0.5,0.0015,0.1,0.5,0,0,0.25,798.22,814.34,16.13,1.74,651,1944.17
444,0.000175,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.25,805.78,823.47,17.68,2.07,778,2088.24
445,0.000225,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.25,780.18,796.90,16.72,2.13,708,1964.60
446,0.00025,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.25,759.45,775.63,16.17,1.67,680,1900.66
447,0.0003,0.1,80,8,0.5,0.0015,0.1,0.5,0,0,0.25,757.79,773.65,15.86,1.77,649,1841.66
448,0.000175,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.25,766.15,784.27,18.13,2.13,803,1931.64
449,0.000225,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.25,773.74,790.83,17.08,1.82,731,1755.57
450,0.00025,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.25,792.44,809.36,16.92,1.77,706,1864.37
451,0.0003,0.1,80,4,0.7,0.0015,0.1,0.5,0,0,0.25,790.00,806.03,16.03,1.85,661,2017.41
452,0.000175,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.25,824.05,841.98,17.93,2.14,793,2128.91
453,0.000225,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.25,811.36,828.11,16.75,2.14,730,2098.43
454,0.00025,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.25,774.23,791.01,16.78,1.87,710,1926.82
455,0.0003,0.1,80,8,0.7,0.0015,0.1,0.5,0,0,0.25,820.46,836.38,15.92,1.75,657,2020.50
456,0.000175,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.25,519.26,529.09,9.83,1.41,602,1045.87
457,0.000225,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.25,479.11,487.80,8.69,1.15,532,909.66
458,0.00025,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.25,455.17,463.55,8.38,1.18,510,891.78
459,0.0003,0.1,80,4,0.2,0.003,0.1,0.5,0,0,0.25,522.32,529.88,7.55,1.43,461,1014.63
460,0.000175,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.25,532.56,542.47,9.91,1.45,601,1011.86
461,0.000225,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.25,535.80,544.39,8.58,1.44,533,1072.36
462,0.00025,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.25,458.62,466.89,8.28,1.23,504,871.68
463,0.0003,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.25,481.09,488.64,7.55,1.43,463,1035.86
464,0.000175,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.25,492.15,502.51,10.36,1.24,632,931.21
465,0.000225,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.25,512.96,522.09,9.13,1.35,560,999.90
466,0.00025,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.25,460.51,469.27,8.76,1.08,530,855.54
467,0.0003,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.25,512.15,520.17,8.02,1.42,487,973.58
468,0.000175,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.25,534.89,545.27,10.38,1.75,637,1125.60
469,0.000225,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.25,542.01,551.05,9.05,1.47,551,1065.25
470,0.00025,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.25,548.93,557.67,8.74,1.47,535,1160.53
471,0.0003,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.25,495.24,503.24,8.00,1.18,484,948.02
472,0.000175,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.25,546.23,556.79,10.55,1.36,643,1188.90
473,0.000225,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.25,509.37,518.81,9.44,1.12,574,963.60
474,0.00025,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.25,494.37,503.41,9.04,1.21,554,914.47
475,0.0003,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.25,481.73,490.06,8.33,1.30,507,886.62
476,0.000175,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.25,608.10,618.59,10.48,1.68,640,1247.20
477,0.000225,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.25,546.99,556.42,9.43,1.31,578,1053.74
478,0.00025,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.25,536.84,545.83,8.99,1.30,549,1006.11
479,0.0003,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.25,515.99,523.99,8.00,1.37,496,996.32
480,0.000175,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.25,529.52,539.12,9.59,1.33,600,1117.14
481,0.000225,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.25,437.04,445.43,8.39,1.11,531,927.35
482,0.00025,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.25,501.84,509.72,7.89,1.34,496,1045.98
483,0.0003,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.25,457.66,464.82,7.16,1.30,457,970.76
484,0.000175,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.25,528.87,538.44,9.57,1.32,598,1018.30
485,0.000225,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.25,480.65,488.97,8.32,1.36,530,980.66
486,0.00025,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.25,515.61,523.59,7.97,1.31,504,988.32
487,0.0003,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.25,449.96,457.02,7.06,1.17,445,841.41
488,0.000175,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.25,500.09,510.01,9.92,1.49,625,1026.47
489,0.000225,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.25,519.63,528.33,8.71,1.29,549,949.47
490,0.00025,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.25,462.83,471.20,8.37,1.16,527,902.64
491,0.0003,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.25,455.12,462.83,7.71,1.14,487,873.49
492,0.000175,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.25,559.07,569.00,9.93,1.49,626,1110.14
493,0.000225,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.25,529.65,538.46,8.81,1.36,555,1060.21
494,0.00025,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.25,572.21,580.55,8.34,1.45,526,1076.10
495,0.0003,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.25,490.29,497.76,7.47,1.23,475,914.76
496,0.000175,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.25,521.21,531.40,10.19,1.23,636,1109.15
497,0.000225,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.25,487.10,496.28,9.18,0.97,572,826.27
498,0.00025,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.25,482.44,491.15,8.71,1.21,551,936.67
499,0.0003,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.25,483.05,491.02,7.97,1.44,505,929.75
500,0.000175,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.25,555.60,565.86,10.26,1.55,642,1169.72
501,0.000225,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.25,537.54,546.67,9.13,1.42,574,1027.56
502,0.00025,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.25,506.82,515.53,8.71,1.34,552,934.90
503,0.0003,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.25,523.40,531.33,7.93,1.27,499,943.56
504,0.000175,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.25,808.75,827.22,18.47,2.11,777,1861.87
505,0.000225,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.25,782.21,799.36,17.15,1.84,699,1787.32
506,0.00025,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.25,763.32,780.28,16.96,1.62,678,1684.39
507,0.0003,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.25,764.54,781.06,16.52,2.05,637,1978.13
508,0.000175,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.25,839.88,858.63,18.75,2.11,778,2133.02
509,0.000225,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.25,810.43,827.75,17.32,1.99,705,1961.57
510,0.00025,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.25,753.06,770.07,17.01,1.74,678,1787.49
511,0.0003,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.25,718.56,734.70,16.14,1.95,620,1783.51
512,0.000175,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.25,824.55,843.72,19.17,2.13,808,1991.18
513,0.000225,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.25,810.43,828.16,17.73,1.77,729,1921.21
514,0.00025,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.25,774.91,792.06,17.15,1.77,707,1773.71
515,0.0003,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.25,827.78,845.05,17.27,1.89,667,2058.01
516,0.000175,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.25,851.78,870.45,18.67,2.23,803,2223.96
517,0.000225,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.25,818.20,836.07,17.87,2.14,729,2093.96
518,0.00025,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.25,790.95,808.03,17.08,1.88,695,1860.71
519,0.0003,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.25,792.66,809.61,16.95,2.04,671,1951.12
520,0.000175,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.25,825.26,844.41,19.16,2.01,811,1973.21
521,0.000225,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.25,833.03,851.02,17.99,1.85,743,1910.66
522,0.00025,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.25,785.58,803.07,17.50,1.84,725,1781.80
523,0.0003,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.25,824.76,841.74,16.98,1.62,678,1849.72
524,0.000175,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.25,836.15,855.35,19.20,2.07,816,2124.04
525,0.000225,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.25,801.60,819.71,18.11,1.93,752,1906.46
526,0.00025,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.25,835.29,853.05,17.77,1.78,722,2001.63
527,0.0003,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.25,822.48,839.38,16.90,1.74,670,2005.86
528,0.000175,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.25,554.62,564.47,9.86,1.45,603,1139.33
529,0.000225,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.25,470.09,478.96,8.86,1.12,533,784.07
530,0.00025,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.25,431.77,440.23,8.46,1.07,513,798.91
531,0.0003,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.25,486.88,494.43,7.55,1.38,463,1123.34
532,0.000175,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.25,536.95,546.97,10.02,1.28,604,1019.29
533,0.000225,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.25,504.56,513.42,8.87,1.35,530,969.91
534,0.00025,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.25,459.95,468.38,8.43,1.24,512,837.54
535,0.0003,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.25,488.40,495.99,7.59,1.29,464,956.55
536,0.000175,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.25,525.18,535.49,10.31,1.25,628,998.41
537,0.000225,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.25,503.70,512.76,9.06,1.20,551,1023.77
538,0.00025,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.25,485.26,494.04,8.78,1.25,533,912.85
539,0.0003,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.25,518.38,526.64,8.26,1.43,493,1082.01
540,0.000175,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.25,524.05,534.48,10.43,1.44,640,1017.18
541,0.000225,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.25,572.20,581.47,9.28,1.70,557,1141.05
542,0.00025,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.25,502.47,511.27,8.80,1.24,535,875.33
543,0.0003,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.25,497.96,506.09,8.12,1.42,493,1058.67
544,0.000175,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.25,489.96,500.48,10.52,1.18,640,995.46
545,0.000225,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.25,519.01,528.47,9.46,1.24,582,928.25
546,0.00025,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.25,502.38,511.50,9.12,1.25,554,934.28
547,0.0003,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.25,492.31,500.75,8.43,1.21,512,891.19
548,0.000175,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.25,537.13,547.75,10.62,1.57,647,1108.47
549,0.000225,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.25,547.57,557.06,9.48,1.24,583,955.49
550,0.00025,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.25,541.23,550.33,9.10,1.58,557,1058.18
551,0.0003,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.25,518.65,526.94,8.30,1.55,506,1058.44
552,0.000175,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.25,504.23,513.83,9.60,1.21,599,1117.12
553,0.000225,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.25,482.02,490.55,8.53,1.28,534,1049.70
554,0.00025,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.25,452.95,460.93,7.98,1.08,503,813.55
555,0.0003,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.25,462.40,469.61,7.21,1.31,455,924.92
556,0.000175,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.25,551.97,561.56,9.59,1.29,597,975.04
557,0.000225,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.25,477.33,485.77,8.44,1.14,533,871.40
558,0.00025,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.25,515.24,523.35,8.10,1.16,502,964.18
559,0.0003,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.25,479.98,487.01,7.04,1.47,448,982.11
560,0.000175,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.25,495.13,505.25,10.12,1.44,633,1143.41
561,0.000225,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.25,465.36,474.36,9.01,1.03,557,947.09
562,0.00025,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.25,485.88,494.29,8.41,1.15,529,884.53
563,0.0003,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.25,523.98,531.66,7.67,1.33,490,1005.59
564,0.000175,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.25,529.86,539.91,10.05,1.61,631,1083.89
565,0.000225,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.25,505.54,514.37,8.83,1.32,550,963.26
566,0.00025,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.25,545.76,554.20,8.44,1.34,536,1078.45
567,0.0003,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.25,547.39,554.93,7.53,1.49,477,1165.23
568,0.000175,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.25,501.10,511.37,10.26,1.46,643,1162.11
569,0.000225,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.25,507.61,516.82,9.21,1.29,577,1052.94
570,0.00025,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.25,532.52,541.18,8.67,1.34,544,1033.76
571,0.0003,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.25,494.28,502.16,7.88,1.33,501,937.82
572,0.000175,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.25,525.41,535.69,10.28,1.23,638,944.83
573,0.000225,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.25,528.26,537.46,9.20,1.21,576,956.54
574,0.00025,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.25,527.94,536.55,8.61,1.41,548,978.74
575,0.0003,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.25,499.73,507.47,7.75,1.29,489,919.28
576,0.000175,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.25,825.35,845.14,19.79,2.05,775,2002.68
577,0.000225,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.25,772.23,791.62,19.40,1.61,702,1708.11
578,0.00025,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.25,797.65,816.35,18.69,1.64,683,1824.36
579,0.0003,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.25,748.02,766.29,18.27,1.74,635,1777.42
580,0.000175,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.25,856.18,876.46,20.28,2.22,776,2184.14
581,0.000225,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.25,813.98,833.05,19.07,2.21,728,1990.95
582,0.00025,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.25,746.34,764.80,18.45,1.52,660,1748.47
583,0.0003,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.25,773.31,790.85,17.55,1.77,613,1786.57
584,0.000175,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.25,816.33,836.60,20.27,1.93,783,1952.34
585,0.000225,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.25,799.48,818.90,19.42,1.69,728,1852.53
586,0.00025,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.25,773.46,792.15,18.69,1.61,682,1722.82
587,0.0003,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.25,819.59,838.28,18.70,2.00,685,1994.42
588,0.000175,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.25,873.04,893.50,20.46,2.37,792,2259.16
589,0.000225,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.25,740.29,759.35,19.05,1.56,674,1806.48
590,0.00025,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.25,809.70,828.76,19.06,1.85,709,2026.90
591,0.0003,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.25,786.90,805.39,18.49,1.96,661,1910.78
592,0.000175,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.25,845.99,866.55,20.57,2.12,811,2006.74
593,0.000225,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.25,810.76,831.01,20.25,1.80,773,1867.34
594,0.00025,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.25,797.38,816.50,19.12,1.90,709,1946.35
595,0.0003,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.25,827.96,846.86,18.91,1.94,709,1953.98
596,0.000175,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.25,862.19,882.98,20.79,2.32,831,2082.81
597,0.000225,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.25,826.46,845.97,19.51,2.03,750,2071.35
598,0.00025,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.25,756.00,774.98,18.98,1.62,696,1877.59
599,0.0003,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.25,764.00,782.61,18.61,1.61,646,1702.90
600,0.000175,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.25,504.54,514.61,10.08,1.32,606,838.33
601,0.000225,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.25,482.19,491.25,9.07,1.18,536,917.03
602,0.00025,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.25,490.24,498.68,8.44,1.27,512,964.52
603,0.0003,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.25,484.90,492.66,7.76,1.58,462,977.39
604,0.000175,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.25,516.23,526.49,10.25,1.39,605,1075.49
605,0.000225,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.25,513.59,522.66,9.07,1.36,537,1077.63
606,0.00025,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.25,493.00,501.57,8.57,1.26,511,958.60
607,0.0003,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.25,494.11,501.77,7.66,1.29,457,947.44
608,0.000175,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.25,515.51,525.96,10.45,1.45,631,1089.15
609,0.000225,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.25,480.34,489.72,9.38,1.27,563,1023.42
610,0.00025,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.25,458.11,467.02,8.91,1.18,532,1013.18
611,0.0003,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.25,486.64,494.81,8.16,1.24,491,899.57
612,0.000175,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.25,561.69,572.04,10.35,1.42,628,1121.88
613,0.000225,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.25,568.28,577.63,9.35,1.43,562,1014.70
614,0.00025,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.25,487.76,496.58,8.83,1.11,531,984.99
615,0.0003,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.25,527.32,535.50,8.18,1.33,491,1046.53
616,0.000175,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.25,521.20,531.80,10.60,1.44,640,1003.78
617,0.000225,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.25,541.90,551.74,9.85,1.22,579,986.10
618,0.00025,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.25,565.54,574.78,9.24,1.36,553,1044.05
619,0.0003,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.25,510.98,519.35,8.37,1.41,507,1043.71
620,0.000175,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.25,580.04,590.96,10.92,1.38,649,1265.72
621,0.000225,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.25,560.87,570.73,9.86,1.53,581,1171.60
622,0.00025,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.25,572.91,582.21,9.31,1.40,559,1096.19
623,0.0003,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.25,570.68,579.33,8.66,1.50,512,1136.69
624,0.000175,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.25,511.65,521.28,9.63,1.27,600,1060.57
625,0.000225,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.25,497.75,506.26,8.51,1.26,530,1045.01
626,0.00025,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.25,444.19,452.20,8.01,1.08,505,854.55
627,0.0003,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.25,454.67,461.92,7.25,1.20,455,815.59
628,0.000175,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.25,565.34,574.98,9.65,1.22,597,1073.61
629,0.000225,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.25,474.64,483.33,8.69,1.33,533,898.74
630,0.00025,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.25,541.82,550.07,8.24,1.30,509,1016.22
631,0.0003,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.25,516.79,523.89,7.10,1.44,448,940.24
632,0.000175,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.25,494.31,504.40,10.09,1.26,633,1051.70
633,0.000225,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.25,499.54,508.42,8.88,1.23,555,959.83
634,0.00025,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.25,517.06,525.52,8.46,1.38,530,1033.50
635,0.0003,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.25,460.85,468.65,7.80,1.06,485,840.12
636,0.000175,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.25,558.98,569.07,10.09,1.68,630,1204.08
637,0.000225,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.25,542.10,551.03,8.93,1.30,559,992.88
638,0.00025,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.25,470.43,478.87,8.44,1.14,533,812.66
639,0.0003,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.25,486.90,494.62,7.72,1.25,485,925.86
640,0.000175,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.25,501.26,511.37,10.11,1.34,638,1086.85
641,0.000225,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.25,484.53,493.75,9.22,1.21,573,798.58
642,0.00025,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.25,507.16,516.15,8.99,1.40,559,1014.20
643,0.0003,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.25,515.56,523.47,7.91,1.28,501,1003.39
644,0.000175,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.25,540.71,551.00,10.29,1.45,643,1138.18
645,0.000225,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.25,526.66,535.75,9.09,1.29,566,969.10
646,0.00025,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.25,535.66,544.37,8.70,1.32,546,985.80
647,0.0003,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.25,533.04,541.18,8.14,1.20,506,1047.27
648,0.000175,0.1,80,4,0.2,0.0015,0.1,0,0,0,0.5,813.22,830.93,17.71,2.17,769,1974.73
649,0.000225,0.1,80,4,0.2,0.0015,0.1,0,0,0,0.5,778.38,795.00,16.62,1.60,694,1706.06
650,0.00025,0.1,80,4,0.2,0.0015,0.1,0,0,0,0.5,764.71,780.78,16.07,1.64,667,1857.74
651,0.0003,0.1,80,4,0.2,0.0015,0.1,0,0,0,0.5,801.05,816.44,15.38,1.93,616,1925.54
652,0.000175,0.1,80,8,0.2,0.0015,0.1,0,0,0,0.5,789.80,807.43,17.63,2.25,765,2163.73
653,0.000225,0.1,80,8,0.2,0.0015,0.1,0,0,0,0.5,787.46,803.84,16.37,1.78,699,1794.76
654,0.00025,0.1,80,8,0.2,0.0015,0.1,0,0,0,0.5,781.81,797.89,16.08,1.88,663,1852.26
655,0.0003,0.1,80,8,0.2,0.0015,0.1,0,0,0,0.5,787.07,802.46,15.38,1.79,623,1851.70
656,0.000175,0.1,80,4,0.5,0.0015,0.1,0,0,0,0.5,822.16,840.28,18.12,1.99,813,1907.99
657,0.000225,0.1,80,4,0.5,0.0015,0.1,0,0,0,0.5,798.15,815.41,17.27,1.87,740,1953.31
658,0.00025,0.1,80,4,0.5,0.0015,0.1,0,0,0,0.5,788.05,804.50,16.45,1.82,709,1844.84
659,0.0003,0.1,80,4,0.5,0.0015,0.1,0,0,0,0.5,779.91,796.02,16.10,1.72,668,1833.34
660,0.000175,0.1,80,8,0.5,0.0015,0.1,0,0,0,0.5,837.37,855.17,17.80,2.25,804,2116.94
661,0.000225,0.1,80,8,0.5,0.0015,0.1,0,0,0,0.5,859.26,876.16,16.90,2.15,734,2327.82
