variant,place_thresh,cancel_buffer,max_pos,max_back_levels,order_decrease_coef,cross_thresh,cross_limit_maxpos_frac,premium_ema_coef,pred_momentum_coef,curv_impulse_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
662,0.00025,0.1,80,8,0.5,0.0015,0.1,0,0,0,0.5,786.65,803.37,16.72,2.02,708,2014.60
663,0.0003,0.1,80,8,0.5,0.0015,0.1,0,0,0,0.5,820.62,836.74,16.13,1.80,657,1990.81
664,0.000175,0.1,80,4,0.7,0.0015,0.1,0,0,0,0.5,844.93,863.53,18.61,2.22,845,2113.41
665,0.000225,0.1,80,4,0.7,0.0015,0.1,0,0,0,0.5,797.07,814.66,17.59,1.73,776,1948.45
666,0.00025,0.1,80,4,0.7,0.0015,0.1,0,0,0,0.5,816.31,833.45,17.14,1.79,747,1990.47
667,0.0003,0.1,80,4,0.7,0.0015,0.1,0,0,0,0.5,812.78,829.42,16.64,1.84,698,2149.36
668,0.000175,0.1,80,8,0.7,0.0015,0.1,0,0,0,0.5,854.55,872.90,18.35,2.00,839,1978.10
669,0.000225,0.1,80,8,0.7,0.0015,0.1,0,0,0,0.5,818.45,835.75,17.30,1.95,773,2026.88
670,0.00025,0.1,80,8,0.7,0.0015,0.1,0,0,0,0.5,829.62,846.91,17.29,1.96,761,2016.58
671,0.0003,0.1,80,8,0.7,0.0015,0.1,0,0,0,0.5,848.15,864.61,16.46,1.87,695,2065.82
672,0.000175,0.1,80,4,0.2,0.003,0.1,0,0,0,0.5,536.27,546.19,9.92,1.52,614,1177.05
673,0.000225,0.1,80,4,0.2,0.003,0.1,0,0,0,0.5,519.05,527.88,8.83,1.29,537,996.46
674,0.00025,0.1,80,4,0.2,0.003,0.1,0,0,0,0.5,487.26,495.79,8.53,1.19,515,958.22
675,0.0003,0.1,80,4,0.2,0.003,0.1,0,0,0,0.5,466.53,474.22,7.68,1.45,462,958.97
676,0.000175,0.1,80,8,0.2,0.003,0.1,0,0,0,0.5,563.19,573.37,10.18,1.56,622,1084.88
677,0.000225,0.1,80,8,0.2,0.003,0.1,0,0,0,0.5,518.74,527.73,8.98,1.30,548,1118.66
678,0.00025,0.1,80,8,0.2,0.003,0.1,0,0,0,0.5,502.45,510.68,8.23,1.30,513,950.55
679,0.0003,0.1,80,8,0.2,0.003,0.1,0,0,0,0.5,491.50,499.08,7.58,1.28,457,946.25
680,0.000175,0.1,80,4,0.5,0.003,0.1,0,0,0,0.5,529.92,540.68,10.76,1.45,659,1140.10
681,0.000225,0.1,80,4,0.5,0.003,0.1,0,0,0,0.5,550.82,560.26,9.43,1.28,587,1047.33
682,0.00025,0.1,80,4,0.5,0.003,0.1,0,0,0,0.5,511.14,520.25,9.11,1.32,557,1035.01
683,0.0003,0.1,80,4,0.5,0.003,0.1,0,0,0,0.5,534.15,542.58,8.42,1.33,507,1013.73
684,0.000175,0.1,80,8,0.5,0.003,0.1,0,0,0,0.5,594.12,604.57,10.46,1.46,649,1083.55
685,0.000225,0.1,80,8,0.5,0.003,0.1,0,0,0,0.5,566.90,576.56,9.66,1.44,593,1166.78
686,0.00025,0.1,80,8,0.5,0.003,0.1,0,0,0,0.5,534.09,543.20,9.11,1.31,563,965.89
687,0.0003,0.1,80,8,0.5,0.003,0.1,0,0,0,0.5,498.60,506.89,8.30,1.30,511,970.08
688,0.000175,0.1,80,4,0.7,0.003,0.1,0,0,0,0.5,516.16,527.14,10.97,1.45,684,1090.96
689,0.000225,0.1,80,4,0.7,0.003,0.1,0,0,0,0.5,554.84,564.99,10.15,1.32,627,1043.20
690,0.00025,0.1,80,4,0.7,0.003,0.1,0,0,0,0.5,528.77,538.32,9.56,1.44,600,1002.44
691,0.0003,0.1,80,4,0.7,0.003,0.1,0,0,0,0.5,530.51,539.48,8.97,1.27,548,920.94
692,0.000175,0.1,80,8,0.7,0.003,0.1,0,0,0,0.5,592.08,603.22,11.14,1.64,690,1212.38
693,0.000225,0.1,80,8,0.7,0.003,0.1,0,0,0,0.5,587.44,597.46,10.02,1.32,626,1145.13
694,0.00025,0.1,80,8,0.7,0.003,0.1,0,0,0,0.5,572.89,582.30,9.41,1.30,584,1092.30
695,0.0003,0.1,80,8,0.7,0.003,0.1,0,0,0,0.5,569.06,577.71,8.66,1.27,542,1131.33
696,0.000175,0.1,80,4,0.2,0.0045,0.1,0,0,0,0.5,519.40,529.08,9.69,1.48,605,1063.09
697,0.000225,0.1,80,4,0.2,0.0045,0.1,0,0,0,0.5,505.27,513.70,8.42,1.22,530,1081.90
698,0.00025,0.1,80,4,0.2,0.0045,0.1,0,0,0,0.5,514.39,522.43,8.05,1.30,506,1042.50
699,0.0003,0.1,80,4,0.2,0.0045,0.1,0,0,0,0.5,481.64,488.95,7.31,1.33,459,1023.41
700,0.000175,0.1,80,8,0.2,0.0045,0.1,0,0,0,0.5,561.34,571.01,9.67,1.65,616,1201.44
701,0.000225,0.1,80,8,0.2,0.0045,0.1,0,0,0,0.5,500.55,509.09,8.54,1.34,536,1078.44
702,0.00025,0.1,80,8,0.2,0.0045,0.1,0,0,0,0.5,488.29,496.26,7.97,1.13,499,936.19
703,0.0003,0.1,80,8,0.2,0.0045,0.1,0,0,0,0.5,540.48,547.60,7.12,1.40,453,1032.00
704,0.000175,0.1,80,4,0.5,0.0045,0.1,0,0,0,0.5,572.60,582.89,10.29,1.39,649,1139.76
705,0.000225,0.1,80,4,0.5,0.0045,0.1,0,0,0,0.5,529.06,538.39,9.34,1.20,590,951.36
706,0.00025,0.1,80,4,0.5,0.0045,0.1,0,0,0,0.5,499.72,508.70,8.99,1.20,566,897.78
707,0.0003,0.1,80,4,0.5,0.0045,0.1,0,0,0,0.5,529.51,537.63,8.12,1.52,510,1045.01
708,0.000175,0.1,80,8,0.5,0.0045,0.1,0,0,0,0.5,563.39,573.65,10.25,1.38,643,1067.33
709,0.000225,0.1,80,8,0.5,0.0045,0.1,0,0,0,0.5,555.08,564.37,9.29,1.26,591,1076.52
710,0.00025,0.1,80,8,0.5,0.0045,0.1,0,0,0,0.5,540.29,549.12,8.82,1.30,558,956.20
711,0.0003,0.1,80,8,0.5,0.0045,0.1,0,0,0,0.5,548.69,556.63,7.94,1.49,506,1093.68
712,0.000175,0.1,80,4,0.7,0.0045,0.1,0,0,0,0.5,592.59,603.50,10.91,1.60,688,1294.60
713,0.000225,0.1,80,4,0.7,0.0045,0.1,0,0,0,0.5,568.34,578.18,9.84,1.51,618,1140.16
714,0.00025,0.1,80,4,0.7,0.0045,0.1,0,0,0,0.5,555.90,565.19,9.29,1.20,588,948.62
715,0.0003,0.1,80,4,0.7,0.0045,0.1,0,0,0,0.5,563.38,571.95,8.57,1.44,546,999.87
716,0.000175,0.1,80,8,0.7,0.0045,0.1,0,0,0,0.5,601.14,611.88,10.74,1.41,682,1183.83
717,0.000225,0.1,80,8,0.7,0.0045,0.1,0,0,0,0.5,582.07,591.68,9.61,1.61,618,1137.79
718,0.00025,0.1,80,8,0.7,0.0045,0.1,0,0,0,0.5,560.69,569.95,9.26,1.38,597,1077.47
719,0.0003,0.1,80,8,0.7,0.0045,0.1,0,0,0,0.5,568.47,576.99,8.52,1.33,537,978.37
720,0.000175,0.1,80,4,0.2,0.0015,0.2,0,0,0,0.5,793.72,812.25,18.53,2.21,788,2000.71
721,0.000225,0.1,80,4,0.2,0.0015,0.2,0,0,0,0.5,809.72,827.31,17.59,1.97,709,1907.32
722,0.00025,0.1,80,4,0.2,0.0015,0.2,0,0,0,0.5,800.02,817.05,17.03,1.85,690,1939.33
723,0.0003,0.1,80,4,0.2,0.0015,0.2,0,0,0,0.5,789.18,805.69,16.50,1.93,639,1907.31
724,0.000175,0.1,80,8,0.2,0.0015,0.2,0,0,0,0.5,899.47,918.09,18.61,2.19,774,2355.95
725,0.000225,0.1,80,8,0.2,0.0015,0.2,0,0,0,0.5,756.95,774.49,17.54,1.74,714,1816.41
726,0.00025,0.1,80,8,0.2,0.0015,0.2,0,0,0,0.5,818.39,835.43,17.04,2.05,682,1956.55
727,0.0003,0.1,80,8,0.2,0.0015,0.2,0,0,0,0.5,793.65,810.28,16.63,1.74,643,1774.22
728,0.000175,0.1,80,4,0.5,0.0015,0.2,0,0,0,0.5,849.95,869.00,19.05,2.11,823,2140.42
729,0.000225,0.1,80,4,0.5,0.0015,0.2,0,0,0,0.5,835.42,853.80,18.39,2.09,758,2073.89
730,0.00025,0.1,80,4,0.5,0.0015,0.2,0,0,0,0.5,851.35,869.35,18.00,1.77,740,2063.65
731,0.0003,0.1,80,4,0.5,0.0015,0.2,0,0,0,0.5,852.86,869.94,17.07,1.88,683,1932.52
732,0.000175,0.1,80,8,0.5,0.0015,0.2,0,0,0,0.5,870.91,889.95,19.04,2.05,817,2199.27
733,0.000225,0.1,80,8,0.5,0.0015,0.2,0,0,0,0.5,857.14,875.57,18.43,2.15,758,2144.55
734,0.00025,0.1,80,8,0.5,0.0015,0.2,0,0,0,0.5,822.44,839.97,17.53,1.90,729,1878.48
735,0.0003,0.1,80,8,0.5,0.0015,0.2,0,0,0,0.5,816.87,834.21,17.34,1.96,683,2096.25
736,0.000175,0.1,80,4,0.7,0.0015,0.2,0,0,0,0.5,855.68,874.92,19.23,1.98,863,2028.81
737,0.000225,0.1,80,4,0.7,0.0015,0.2,0,0,0,0.5,871.44,890.64,19.20,1.94,792,2168.26
738,0.00025,0.1,80,4,0.7,0.0015,0.2,0,0,0,0.5,847.27,865.68,18.41,1.93,768,2167.17
739,0.0003,0.1,80,4,0.7,0.0015,0.2,0,0,0,0.5,869.54,887.33,17.79,1.79,726,2109.53
740,0.000175,0.1,80,8,0.7,0.0015,0.2,0,0,0,0.5,873.21,892.83,19.63,2.11,851,2201.63
741,0.000225,0.1,80,8,0.7,0.0015,0.2,0,0,0,0.5,846.02,864.71,18.70,2.14,788,2066.45
742,0.00025,0.1,80,8,0.7,0.0015,0.2,0,0,0,0.5,875.60,893.88,18.28,1.85,767,2221.33
743,0.0003,0.1,80,8,0.7,0.0015,0.2,0,0,0,0.5,878.03,895.75,17.72,1.98,720,2215.38
744,0.000175,0.1,80,4,0.2,0.003,0.2,0,0,0,0.5,512.77,522.82,10.05,1.22,614,966.97
745,0.000225,0.1,80,4,0.2,0.003,0.2,0,0,0,0.5,503.76,512.73,8.97,1.16,541,996.17
746,0.00025,0.1,80,4,0.2,0.003,0.2,0,0,0,0.5,513.67,522.17,8.49,1.38,517,1025.59
747,0.0003,0.1,80,4,0.2,0.003,0.2,0,0,0,0.5,454.94,462.71,7.77,1.31,465,881.25
748,0.000175,0.1,80,8,0.2,0.003,0.2,0,0,0,0.5,560.18,570.24,10.06,1.68,607,1203.73
749,0.000225,0.1,80,8,0.2,0.003,0.2,0,0,0,0.5,560.92,569.97,9.05,1.40,547,1137.22
750,0.00025,0.1,80,8,0.2,0.003,0.2,0,0,0,0.5,493.31,501.75,8.44,1.15,516,875.11
751,0.0003,0.1,80,8,0.2,0.003,0.2,0,0,0,0.5,511.75,519.40,7.65,1.29,464,1025.57
752,0.000175,0.1,80,4,0.5,0.003,0.2,0,0,0,0.5,571.20,581.82,10.61,1.57,651,1136.41
753,0.000225,0.1,80,4,0.5,0.003,0.2,0,0,0,0.5,508.77,518.44,9.67,1.15,591,977.67
754,0.00025,0.1,80,4,0.5,0.003,0.2,0,0,0,0.5,554.41,563.65,9.24,1.53,563,1076.68
755,0.0003,0.1,80,4,0.5,0.003,0.2,0,0,0,0.5,531.87,540.22,8.35,1.34,514,970.19
756,0.000175,0.1,80,8,0.5,0.003,0.2,0,0,0,0.5,575.25,586.04,10.78,1.45,661,1149.65
757,0.000225,0.1,80,8,0.5,0.003,0.2,0,0,0,0.5,616.17,625.74,9.57,1.31,586,1079.72
758,0.00025,0.1,80,8,0.5,0.003,0.2,0,0,0,0.5,571.30,580.41,9.11,1.42,559,1046.59
759,0.0003,0.1,80,8,0.5,0.003,0.2,0,0,0,0.5,522.92,531.29,8.37,1.26,512,954.66
760,0.000175,0.1,80,4,0.7,0.003,0.2,0,0,0,0.5,594.81,606.09,11.28,1.35,693,1185.71
761,0.000225,0.1,80,4,0.7,0.003,0.2,0,0,0,0.5,510.66,520.74,10.09,1.27,625,1041.40
762,0.00025,0.1,80,4,0.7,0.003,0.2,0,0,0,0.5,569.28,578.98,9.70,1.25,602,1020.41
763,0.0003,0.1,80,4,0.7,0.003,0.2,0,0,0,0.5,574.88,583.74,8.86,1.62,546,1156.66
764,0.000175,0.1,80,8,0.7,0.003,0.2,0,0,0,0.5,589.34,600.60,11.25,1.45,695,1128.75
765,0.000225,0.1,80,8,0.7,0.003,0.2,0,0,0,0.5,595.75,606.12,10.37,1.53,630,1185.28
766,0.00025,0.1,80,8,0.7,0.003,0.2,0,0,0,0.5,577.12,586.79,9.68,1.37,598,1090.57
767,0.0003,0.1,80,8,0.7,0.003,0.2,0,0,0,0.5,606.57,615.36,8.79,1.41,538,1163.12
768,0.000175,0.1,80,4,0.2,0.0045,0.2,0,0,0,0.5,529.60,539.33,9.72,1.49,607,1141.37
769,0.000225,0.1,80,4,0.2,0.0045,0.2,0,0,0,0.5,500.91,509.54,8.63,1.17,543,965.70
770,0.00025,0.1,80,4,0.2,0.0045,0.2,0,0,0,0.5,464.68,472.68,8.00,1.10,508,1000.75
771,0.0003,0.1,80,4,0.2,0.0045,0.2,0,0,0,0.5,499.47,506.69,7.22,1.28,460,1040.16
772,0.000175,0.1,80,8,0.2,0.0045,0.2,0,0,0,0.5,527.90,537.72,9.82,1.31,613,1013.13
773,0.000225,0.1,80,8,0.2,0.0045,0.2,0,0,0,0.5,533.28,541.90,8.62,1.38,540,1056.67
774,0.00025,0.1,80,8,0.2,0.0045,0.2,0,0,0,0.5,479.80,487.87,8.07,1.19,509,860.33
775,0.0003,0.1,80,8,0.2,0.0045,0.2,0,0,0,0.5,475.32,482.62,7.29,1.26,458,881.66
776,0.000175,0.1,80,4,0.5,0.0045,0.2,0,0,0,0.5,535.13,545.41,10.28,1.42,646,1159.10
777,0.000225,0.1,80,4,0.5,0.0045,0.2,0,0,0,0.5,528.27,537.52,9.25,1.28,577,972.25
778,0.00025,0.1,80,4,0.5,0.0045,0.2,0,0,0,0.5,509.02,517.85,8.82,1.35,563,1030.47
779,0.0003,0.1,80,4,0.5,0.0045,0.2,0,0,0,0.5,535.26,543.37,8.11,1.47,508,1029.49
780,0.000175,0.1,80,8,0.5,0.0045,0.2,0,0,0,0.5,602.59,612.93,10.34,1.39,653,1189.72
781,0.000225,0.1,80,8,0.5,0.0045,0.2,0,0,0,0.5,581.43,590.78,9.35,1.39,586,1124.10
782,0.00025,0.1,80,8,0.5,0.0045,0.2,0,0,0,0.5,517.40,526.08,8.68,1.26,554,915.78
783,0.0003,0.1,80,8,0.5,0.0045,0.2,0,0,0,0.5,506.90,514.84,7.94,1.38,500,975.42
784,0.000175,0.1,80,4,0.7,0.0045,0.2,0,0,0,0.5,582.65,593.38,10.73,1.27,682,1167.54
785,0.000225,0.1,80,4,0.7,0.0045,0.2,0,0,0,0.5,526.71,536.36,9.65,1.21,613,924.49
786,0.00025,0.1,80,4,0.7,0.0045,0.2,0,0,0,0.5,504.10,513.38,9.28,1.24,590,915.52
787,0.0003,0.1,80,4,0.7,0.0045,0.2,0,0,0,0.5,519.73,528.24,8.51,1.28,538,942.07
788,0.000175,0.1,80,8,0.7,0.0045,0.2,0,0,0,0.5,598.19,609.08,10.89,1.40,689,1142.60
789,0.000225,0.1,80,8,0.7,0.0045,0.2,0,0,0,0.5,574.10,583.86,9.76,1.53,620,1154.54
790,0.00025,0.1,80,8,0.7,0.0045,0.2,0,0,0,0.5,518.75,528.12,9.37,1.22,596,986.19
791,0.0003,0.1,80,8,0.7,0.0045,0.2,0,0,0,0.5,584.60,593.06,8.45,1.65,533,1222.81
792,0.000175,0.1,80,4,0.2,0.0015,0.4,0,0,0,0.5,837.42,857.44,20.02,2.07,771,2031.53
793,0.000225,0.1,80,4,0.2,0.0015,0.4,0,0,0,0.5,853.53,872.35,18.82,1.84,696,1919.32
794,0.00025,0.1,80,4,0.2,0.0015,0.4,0,0,0,0.5,805.64,824.49,18.85,1.72,687,1840.53
795,0.0003,0.1,80,4,0.2,0.0015,0.4,0,0,0,0.5,803.64,822.21,18.57,1.90,644,1820.70
796,0.000175,0.1,80,8,0.2,0.0015,0.4,0,0,0,0.5,768.35,788.40,20.05,1.80,751,1809.84
797,0.000225,0.1,80,8,0.2,0.0015,0.4,0,0,0,0.5,838.94,858.13,19.19,1.93,713,1962.25
798,0.00025,0.1,80,8,0.2,0.0015,0.4,0,0,0,0.5,775.06,793.41,18.34,1.84,671,1749.68
799,0.0003,0.1,80,8,0.2,0.0015,0.4,0,0,0,0.5,728.64,746.26,17.63,1.61,616,1661.89
800,0.000175,0.1,80,4,0.5,0.0015,0.4,0,0,0,0.5,881.96,903.55,21.59,1.97,841,1977.92
801,0.000225,0.1,80,4,0.5,0.0015,0.4,0,0,0,0.5,855.44,876.02,20.58,1.86,798,1986.29
802,0.00025,0.1,80,4,0.5,0.0015,0.4,0,0,0,0.5,864.23,884.41,20.18,1.70,755,1948.43
803,0.0003,0.1,80,4,0.5,0.0015,0.4,0,0,0,0.5,824.84,843.86,19.02,1.69,684,1878.68
804,0.000175,0.1,80,8,0.5,0.0015,0.4,0,0,0,0.5,862.95,883.65,20.69,2.35,810,2142.99
805,0.000225,0.1,80,8,0.5,0.0015,0.4,0,0,0,0.5,793.67,813.68,20.00,1.67,731,1788.46
806,0.00025,0.1,80,8,0.5,0.0015,0.4,0,0,0,0.5,813.38,832.81,19.42,2.04,732,1900.98
807,0.0003,0.1,80,8,0.5,0.0015,0.4,0,0,0,0.5,764.29,782.83,18.55,1.71,650,1730.77
808,0.000175,0.1,80,4,0.7,0.0015,0.4,0,0,0,0.5,850.91,872.00,21.09,1.94,849,2048.01
809,0.000225,0.1,80,4,0.7,0.0015,0.4,0,0,0,0.5,861.45,881.76,20.31,2.05,804,2225.50
810,0.00025,0.1,80,4,0.7,0.0015,0.4,0,0,0,0.5,799.98,819.54,19.56,1.71,735,1899.16
811,0.0003,0.1,80,4,0.7,0.0015,0.4,0,0,0,0.5,794.92,813.84,18.91,1.62,692,1775.45
812,0.000175,0.1,80,8,0.7,0.0015,0.4,0,0,0,0.5,850.65,871.14,20.50,1.83,808,2075.24
813,0.000225,0.1,80,8,0.7,0.0015,0.4,0,0,0,0.5,830.81,851.27,20.46,1.91,764,1937.30
814,0.00025,0.1,80,8,0.7,0.0015,0.4,0,0,0,0.5,826.76,846.45,19.69,1.67,734,1906.68
815,0.0003,0.1,80,8,0.7,0.0015,0.4,0,0,0,0.5,814.95,834.64,19.69,1.91,723,1990.11
816,0.000175,0.1,80,4,0.2,0.003,0.4,0,0,0,0.5,534.22,544.47,10.24,1.51,618,1187.00
817,0.000225,0.1,80,4,0.2,0.003,0.4,0,0,0,0.5,514.28,523.39,9.11,1.26,543,1064.38
818,0.00025,0.1,80,4,0.2,0.003,0.4,0,0,0,0.5,501.28,509.91,8.63,1.25,517,924.62
819,0.0003,0.1,80,4,0.2,0.003,0.4,0,0,0,0.5,504.60,512.55,7.95,1.28,470,1007.33
820,0.000175,0.1,80,8,0.2,0.003,0.4,0,0,0,0.5,575.84,586.24,10.39,1.35,619,1134.05
821,0.000225,0.1,80,8,0.2,0.003,0.4,0,0,0,0.5,567.77,576.90,9.13,1.52,542,1115.45
822,0.00025,0.1,80,8,0.2,0.003,0.4,0,0,0,0.5,520.21,528.90,8.68,1.18,516,894.44
823,0.0003,0.1,80,8,0.2,0.003,0.4,0,0,0,0.5,486.07,493.83,7.77,1.32,465,972.26
824,0.000175,0.1,80,4,0.5,0.003,0.4,0,0,0,0.5,564.42,575.24,10.83,1.55,664,1207.04
825,0.000225,0.1,80,4,0.5,0.003,0.4,0,0,0,0.5,502.72,512.34,9.62,1.25,583,1024.84
826,0.00025,0.1,80,4,0.5,0.003,0.4,0,0,0,0.5,567.55,577.00,9.44,1.41,566,1060.33
827,0.0003,0.1,80,4,0.5,0.003,0.4,0,0,0,0.5,548.87,557.41,8.54,1.44,513,1126.00
828,0.000175,0.1,80,8,0.5,0.003,0.4,0,0,0,0.5,633.09,644.18,11.09,1.59,663,1367.26
829,0.000225,0.1,80,8,0.5,0.003,0.4,0,0,0,0.5,586.51,596.52,10.01,1.34,600,1180.28
830,0.00025,0.1,80,8,0.5,0.003,0.4,0,0,0,0.5,547.38,556.82,9.45,1.30,561,979.47
831,0.0003,0.1,80,8,0.5,0.003,0.4,0,0,0,0.5,532.99,541.48,8.49,1.43,511,1082.17
832,0.000175,0.1,80,4,0.7,0.003,0.4,0,0,0,0.5,575.96,587.27,11.31,1.41,695,1216.26
833,0.000225,0.1,80,4,0.7,0.003,0.4,0,0,0,0.5,557.89,568.14,10.25,1.39,629,1069.04
834,0.00025,0.1,80,4,0.7,0.003,0.4,0,0,0,0.5,565.67,575.59,9.91,1.57,602,1126.74
835,0.0003,0.1,80,4,0.7,0.003,0.4,0,0,0,0.5,546.79,555.76,8.98,1.61,545,1032.61
836,0.000175,0.1,80,8,0.7,0.003,0.4,0,0,0,0.5,608.94,620.32,11.38,1.50,697,1200.50
837,0.000225,0.1,80,8,0.7,0.003,0.4,0,0,0,0.5,610.32,620.75,10.44,1.81,626,1366.85
838,0.00025,0.1,80,8,0.7,0.003,0.4,0,0,0,0.5,598.16,608.29,10.13,1.50,612,1172.34
839,0.0003,0.1,80,8,0.7,0.003,0.4,0,0,0,0.5,626.07,635.05,8.98,1.50,547,1222.69
840,0.000175,0.1,80,4,0.2,0.0045,0.4,0,0,0,0.5,540.43,550.11,9.67,1.40,611,1101.63
841,0.000225,0.1,80,4,0.2,0.0045,0.4,0,0,0,0.5,485.72,494.29,8.57,1.16,541,937.26
842,0.00025,0.1,80,4,0.2,0.0045,0.4,0,0,0,0.5,456.61,464.76,8.15,1.06,515,934.19
843,0.0003,0.1,80,4,0.2,0.0045,0.4,0,0,0,0.5,476.84,484.21,7.37,1.23,461,890.23
844,0.000175,0.1,80,8,0.2,0.0045,0.4,0,0,0,0.5,508.23,517.91,9.69,1.26,610,995.88
845,0.000225,0.1,80,8,0.2,0.0045,0.4,0,0,0,0.5,557.64,566.19,8.55,1.35,536,1144.29
846,0.00025,0.1,80,8,0.2,0.0045,0.4,0,0,0,0.5,497.18,505.28,8.10,1.10,509,821.16
847,0.0003,0.1,80,8,0.2,0.0045,0.4,0,0,0,0.5,524.49,531.85,7.36,1.28,462,990.19
848,0.000175,0.1,80,4,0.5,0.0045,0.4,0,0,0,0.5,547.86,558.24,10.39,1.39,655,1117.86
849,0.000225,0.1,80,4,0.5,0.0045,0.4,0,0,0,0.5,522.16,531.36,9.20,1.06,580,928.23
850,0.00025,0.1,80,4,0.5,0.0045,0.4,0,0,0,0.5,542.68,551.53,8.86,1.51,559,1059.23
851,0.0003,0.1,80,4,0.5,0.0045,0.4,0,0,0,0.5,507.32,515.39,8.07,1.43,509,984.24
852,0.000175,0.1,80,8,0.5,0.0045,0.4,0,0,0,0.5,623.64,634.23,10.59,1.60,659,1261.47
853,0.000225,0.1,80,8,0.5,0.0045,0.4,0,0,0,0.5,540.42,549.69,9.26,1.38,585,1029.65
854,0.00025,0.1,80,8,0.5,0.0045,0.4,0,0,0,0.5,544.80,553.61,8.81,1.45,554,1073.84
855,0.0003,0.1,80,8,0.5,0.0045,0.4,0,0,0,0.5,534.69,542.73,8.05,1.25,507,945.53
856,0.000175,0.1,80,4,0.7,0.0045,0.4,0,0,0,0.5,550.86,561.70,10.83,1.32,686,1092.36
857,0.000225,0.1,80,4,0.7,0.0045,0.4,0,0,0,0.5,528.91,538.80,9.88,1.24,621,1004.77
858,0.00025,0.1,80,4,0.7,0.0045,0.4,0,0,0,0.5,558.06,567.42,9.36,1.37,587,975.42
859,0.0003,0.1,80,4,0.7,0.0045,0.4,0,0,0,0.5,567.17,575.68,8.52,1.41,542,1078.28
860,0.000175,0.1,80,8,0.7,0.0045,0.4,0,0,0,0.5,536.60,547.58,10.98,1.43,688,1100.51
861,0.000225,0.1,80,8,0.7,0.0045,0.4,0,0,0,0.5,546.88,556.77,9.89,1.42,618,1074.08
862,0.00025,0.1,80,8,0.7,0.0045,0.4,0,0,0,0.5,581.10,590.52,9.42,1.37,596,1130.89
863,0.0003,0.1,80,8,0.7,0.0045,0.4,0,0,0,0.5,534.18,542.58,8.41,1.26,537,959.46
864,0.000175,0.1,80,4,0.2,0.0015,0.1,0.2,0,0,0.5,848.18,865.84,17.66,2.09,766,2130.33
865,0.000225,0.1,80,4,0.2,0.0015,0.1,0.2,0,0,0.5,826.16,842.47,16.31,1.72,691,2002.36
866,0.00025,0.1,80,4,0.2,0.0015,0.1,0.2,0,0,0.5,795.84,812.08,16.24,1.84,670,1975.61
867,0.0003,0.1,80,4,0.2,0.0015,0.1,0.2,0,0,0.5,774.48,790.34,15.87,1.78,625,1913.24
868,0.000175,0.1,80,8,0.2,0.0015,0.1,0.2,0,0,0.5,815.14,832.61,17.47,2.43,764,2103.91
869,0.000225,0.1,80,8,0.2,0.0015,0.1,0.2,0,0,0.5,777.87,794.47,16.60,2.03,697,1893.57
870,0.00025,0.1,80,8,0.2,0.0015,0.1,0.2,0,0,0.5,760.00,776.38,16.37,1.90,669,1820.27
871,0.0003,0.1,80,8,0.2,0.0015,0.1,0.2,0,0,0.5,780.56,795.83,15.27,1.71,610,1830.10
872,0.000175,0.1,80,4,0.5,0.0015,0.1,0.2,0,0,0.5,803.87,821.96,18.09,1.94,807,1929.43
873,0.000225,0.1,80,4,0.5,0.0015,0.1,0.2,0,0,0.5,800.53,817.96,17.43,1.84,742,1928.25
874,0.00025,0.1,80,4,0.5,0.0015,0.1,0.2,0,0,0.5,800.79,817.59,16.79,1.76,708,1940.29
875,0.0003,0.1,80,4,0.5,0.0015,0.1,0.2,0,0,0.5,806.27,822.26,15.99,1.95,654,1905.61
876,0.000175,0.1,80,8,0.5,0.0015,0.1,0.2,0,0,0.5,836.12,854.27,18.15,2.01,806,2029.69
877,0.000225,0.1,80,8,0.5,0.0015,0.1,0.2,0,0,0.5,861.74,878.98,17.24,1.84,737,2114.02
878,0.00025,0.1,80,8,0.5,0.0015,0.1,0.2,0,0,0.5,746.49,763.26,16.77,1.85,716,1779.27
879,0.0003,0.1,80,8,0.5,0.0015,0.1,0.2,0,0,0.5,829.21,845.42,16.20,1.84,669,2082.50
880,0.000175,0.1,80,4,0.7,0.0015,0.1,0.2,0,0,0.5,857.26,875.83,18.56,1.96,837,2095.72
881,0.000225,0.1,80,4,0.7,0.0015,0.1,0.2,0,0,0.5,826.98,844.43,17.45,1.96,774,1942.56
882,0.00025,0.1,80,4,0.7,0.0015,0.1,0.2,0,0,0.5,797.24,814.34,17.11,1.85,742,1974.01
883,0.0003,0.1,80,4,0.7,0.0015,0.1,0.2,0,0,0.5,806.37,823.03,16.66,1.89,707,1900.14
884,0.000175,0.1,80,8,0.7,0.0015,0.1,0.2,0,0,0.5,839.89,858.57,18.68,1.87,847,2083.54
885,0.000225,0.1,80,8,0.7,0.0015,0.1,0.2,0,0,0.5,830.08,847.55,17.47,2.01,769,1944.57
886,0.00025,0.1,80,8,0.7,0.0015,0.1,0.2,0,0,0.5,798.01,815.09,17.07,1.90,756,1862.97
887,0.0003,0.1,80,8,0.7,0.0015,0.1,0.2,0,0,0.5,830.51,846.99,16.48,2.00,696,2154.06
888,0.000175,0.1,80,4,0.2,0.003,0.1,0.2,0,0,0.5,541.87,551.81,9.93,1.32,615,1121.11
889,0.000225,0.1,80,4,0.2,0.003,0.1,0.2,0,0,0.5,516.58,525.37,8.79,1.17,544,905.62
