variant  place_thresh  pred_momentum_coef  curv_impulse_coef  premium_ema_coef  premium_tdc_s  per_order_widen_frac  avg_pnl  avg_closed_pnl  avg_comm  sharpe  num_trds  sim_score
55       0.0001        0.5                 0                  0.2               120            0.1                   2646.63  2690.84         44.21     0.68    542       4078.70
474      5e-05         0.5                 5                  0.2               120            1                     2155.67  2193.41         37.74     1.01    472       4086.61
533      0.00015       0.2                 0                  0.8               120            1                     1764.96  1794.00         29.03     1.08    351       4087.66
498      5e-05         0.5                 1                  0.5               120            1                     2399.48  2445.74         46.25     0.99    575       4109.56
403      0.0001        0.5                 1                  0                 120            1                     2116.79  2152.23         35.43     0.98    445       4117.30
454      0.0001        0.7                 1                  0.2               120            1                     2113.28  2146.95         33.66     1.02    427       4138.74
491      0.00015       0.7                 0                  0.5               120            1                     1791.33  1818.73         27.40     1.14    332       4140.92
550      0.0001        0.7                 1                  0.8               120            1                     1915.46  1947.05         31.60     1.09    397       4193.55
499      0.0001        0.5                 1                  0.5               120            1                     2097.28  2130.83         33.55     1.08    422       4229.40
505      0.0001        0                   3                  0.5               120            1                     1707.02  1741.81         34.79     1.09    442       4250.64
549      5e-05         0.7                 1                  0.8               120            1                     2325.99  2369.55         43.56     1.03    536       4252.29
465      5e-05         0.7                 3                  0.2               120            1                     2352.01  2391.31         39.31     1.01    489       4254.50
532      0.0001        0.2                 0                  0.8               120            1                     2240.02  2281.94         41.92     0.94    526       4255.68
123      5e-05         0.2                 3                  0.5               120            0.1                   2638.91  2689.57         50.66     0.65    620       4259.44
541      0.0001        0                   1                  0.8               120            1                     1823.55  1864.34         40.79     1.04    510       4271.88
249      5e-05         0.7                 0                  0.2               120            0.5                   2803.23  2858.01         54.78     0.77    665       4304.85
451      0.0001        0.5                 1                  0.2               120            1                     2207.01  2241.13         34.12     1.03    434       4305.32
544      0.0001        0.2                 1                  0.8               120            1                     1934.55  1970.61         36.06     1.02    452       4322.11
535      0.0001        0.5                 0                  0.8               120            1                     2138.06  2175.76         37.70     1.02    476       4382.44
54       5e-05         0.5                 0                  0.2               120            0.1                   2872.40  2926.83         54.43     0.72    643       4631.63
547      0.0001        0.5                 1                  0.8               120            1                     1999.03  2031.50         32.47     1.12    409       4706.09
493      0.0001        0                   1                  0.5               120            1                     2088.74  2128.96         40.22     1.00    508       4744.91
