variant,place_thresh,cancel_buffer,front_rung_spacing_mult,max_pos,pred_momentum_coef,premium_ema_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
553,0.0003,0.1,0.25,140,0.5,0.8,0.35,218.35,223.10,4.75,0.36,291,37.58
554,0.0005,0.1,0.25,140,0.5,0.8,0.35,67.22,70.13,2.91,0.14,163,-26.66
555,0.00025,0.1,1,140,0.5,0.8,0.35,165.15,169.65,4.50,0.33,259,-44.32
556,0.0003,0.1,1,140,0.5,0.8,0.35,74.85,78.49,3.64,0.15,209,-75.83
557,0.0005,0.1,1,140,0.5,0.8,0.35,-2.17,0.05,2.22,-0.01,118,-35.80
558,0.00025,0.1,0.25,80,1,0.8,0.35,298.40,303.42,5.02,0.69,302,356.12
559,0.0003,0.1,0.25,80,1,0.8,0.35,324.22,328.83,4.61,1.01,267,534.05
560,0.0005,0.1,0.25,80,1,0.8,0.35,120.62,123.39,2.76,0.37,157,86.66
561,0.00025,0.1,1,80,1,0.8,0.35,180.62,184.78,4.16,0.46,238,50.65
562,0.0003,0.1,1,80,1,0.8,0.35,124.06,127.65,3.59,0.43,200,-7.66
563,0.0005,0.1,1,80,1,0.8,0.35,117.04,119.27,2.23,0.50,115,108.10
564,0.00025,0.1,0.25,100,1,0.8,0.35,254.78,260.11,5.33,0.56,309,234.27
565,0.0003,0.1,0.25,100,1,0.8,0.35,288.59,293.15,4.56,0.77,269,322.33
566,0.0005,0.1,0.25,100,1,0.8,0.35,115.49,118.25,2.75,0.28,156,58.54
567,0.00025,0.1,1,100,1,0.8,0.35,223.62,228.07,4.46,0.50,252,71.07
568,0.0003,0.1,1,100,1,0.8,0.35,225.09,228.79,3.70,0.64,208,151.55
569,0.0005,0.1,1,100,1,0.8,0.35,17.92,19.92,1.99,0.05,105,-41.52
570,0.00025,0.1,0.25,140,1,0.8,0.35,206.01,211.44,5.42,0.31,321,-67.43
571,0.0003,0.1,0.25,140,1,0.8,0.35,161.47,166.05,4.58,0.32,270,-16.82
572,0.0005,0.1,0.25,140,1,0.8,0.35,103.05,105.93,2.88,0.24,161,66.85
573,0.00025,0.1,1,140,1,0.8,0.35,110.93,115.35,4.41,0.20,249,-51.12
574,0.0003,0.1,1,140,1,0.8,0.35,85.05,88.58,3.53,0.17,208,-1.56
575,0.0005,0.1,1,140,1,0.8,0.35,4.97,7.00,2.04,0.01,110,4.68
