ticker,shock_et,session,venue,is_earnings,earnings_date,bucket,is_shock,close,ret_pct,cum_pct,notional,shares,prev_day_notional,vs_prev,vs_base,baseline,hl_ret_pct,hl_peak_nsig
BABA,2026-03-25 01:35,overnight,OCEA.MEMOIR,False,,01:30,False,128.61,0.09339248190520788,0.09339248190520788,2501864.94,19412.0,0.0,,0.41162391188733666,6078035.96377261,2.327927368666094,6.875573283259603
BABA,2026-03-25 01:35,overnight,OCEA.MEMOIR,False,,01:35,True,132.0,2.6358759038954904,2.7317300957272916,6911323.23,52807.0,0.0,,1.1370981137976308,6078035.96377261,2.327927368666094,6.875573283259603
BABA,2026-03-25 01:35,overnight,OCEA.MEMOIR,False,,01:40,False,132.91,0.6893939393939341,3.4399564168417607,13812054.26,103715.0,0.0,,2.272453526488665,6078035.96377261,2.327927368666094,6.875573283259603
BABA,2026-03-25 01:35,overnight,OCEA.MEMOIR,False,,01:45,False,131.42,-1.1210593634790489,2.2803330998521165,6448336.7299999995,48909.0,0.0,,1.0609244118387127,6078035.96377261,2.327927368666094,6.875573283259603
BABA,2026-07-08 01:00,overnight,OCEA.MEMOIR,False,,00:50,False,105.05,,0.0,994612.56,9473.0,0.0,,0.17410539661355473,5712703.795205426,2.216514459665153,6.550093490638179
BABA,2026-07-08 01:00,overnight,OCEA.MEMOIR,False,,00:55,False,105.12,0.06663493574488033,0.06663493574488033,1259781.72,11987.0,0.0,,0.22052284962810656,5712703.795205426,2.216514459665153,6.550093490638179
BABA,2026-07-08 01:00,overnight,OCEA.MEMOIR,False,,01:00,True,107.45,2.216514459665153,2.2846263683960144,7845702.85,73628.0,0.0,,1.3733781990560692,5712703.795205426,2.216514459665153,6.550093490638179
BABA,2026-07-08 01:00,overnight,OCEA.MEMOIR,False,,01:05,False,108.34,0.8282922289436945,3.131841980009531,5770245.66,53522.0,0.0,,1.01007261479982,5712703.795205426,2.216514459665153,6.550093490638179
BABA,2026-07-08 01:00,overnight,OCEA.MEMOIR,False,,01:10,False,108.16,-0.16614362193096976,2.960495002379826,7570914.220000001,70320.0,0.0,,1.3252768726350102,5712703.795205426,2.216514459665153,6.550093490638179
BABA,2026-05-13 05:40,premarket,XNAS.BASIC,True,2026-05-13,05:30,False,137.1,,0.0,19599768.6,144380.0,324685.26999999996,60.36543819804331,1.4541846440839568,13478184.273047803,-2.4345930232558044,10.940107359423456
BABA,2026-05-13 05:40,premarket,XNAS.BASIC,True,2026-05-13,05:35,False,136.84,-0.189642596644779,-0.189642596644779,10395262.325,75537.0,100759.55,103.16900308705229,0.7712657813847602,13478184.273047803,-2.4345930232558044,10.940107359423456
